Группы,UUID,Тип,Код,Наименование,Внешний код,Артикул,Единица измерения,Цена: Розничная цена,Закупочная цена,Описание,Минимальная цена,Страна,НДС,Поставщик,Вес,Объем,"Доп. поле: Розничная наценка, %",Доп. поле: Длина,Доп. поле: Ширина,Доп. поле: Высота,Доп. поле: Бренд,Доп. поле: Артикул поставщика,Доп. поле: Артикул производителя,Доп. поле: Кратность отгрузки,Доп. поле: ОЕМ номер
КАТЕГОРИИ ТОВАРОВ/Автолампы,19625553-fd09-11eb-0a80-074200164df5,Товар,1-016402,Лампа светодиодная H1 36 Вт 12-24В 6-48В 6000K 3800lm головного света 2 шт. С6 Grande LightЛампа светодиодная H1 36 Вт 12-24 В 6000K 3800lm мягкая упаковка 2 шт. С6 GL,В503223a,GL7017,компл,"400,00","277,54",Лампа светодиодная H1 36 Вт 12-24В 6-48В 6000K 3800lm головного света 2 шт. С6 Grande LightЛампа светодиодная H1 36 Вт 12-24 В 6000K 3800lm мягкая упаковка 2 шт. С6 GL,"310,00",Китай,20,"ООО ""ТД ВОСХОД""","0,15","0,0011",43,18,12,5,Grande Light,503223a,GL7017,1,
КАТЕГОРИИ ТОВАРОВ/Автолампы,1bbf6177-9bd4-11ed-0a80-1026000bb78b,Товар,1-300964,Лампа 12В H6  3535Вт галогенная Маяк 52630,В47562a,52630,шт,"70,00","46,93",Лампа 12В H6  3535Вт галогенная Маяк 52630,"60,00",Китай,20,"ООО ""ТД ВОСХОД""",0,0,43,,,,Нет бренда,47562a,52630,1,
КАТЕГОРИИ ТОВАРОВ/Автолампы,1d7958ab-3fa1-11ec-0a80-00d300524e12,Товар,2-119502,"Лампа подсветки W5W 12V 5W ""XENITE"" (без цоколя Т10)",373763,1007062,шт,"10,00","4,90","Лампа подсветки W5W 12V 5W ""XENITE"" (без цоколя Т10)","10,00",,20,"ООО ""АВТО-ТРАСТ""",1,0,100,30,10,10,XENITE,373763,1007062,1,
КАТЕГОРИИ ТОВАРОВ/Автолампы,21b61780-3fa1-11ec-0a80-00d300525371,Товар,2-119566,"Лампа подсветки светодиодная P21/5W 12V 5000K ""WAYTON"" (18 LED)",429426,1109017,шт,"200,00","135,50","Лампа подсветки светодиодная P21/5W 12V 5000K ""WAYTON"" (18 LED)","150,00",,20,"ООО ""АВТО-ТРАСТ""",50,0,43,120,60,20,WAYTON,429426,1109017,1,1109017
КАТЕГОРИИ ТОВАРОВ/Автолампы,2254ff9a-3fa1-11ec-0a80-00d300525439,Товар,2-119576,"Лампа подсветки светодиодная P21W 12V ""XENITE"" (13 LED +50%) (2 шт.)",417420,1009237,компл,"410,00","280,60","Лампа подсветки светодиодная P21W 12V ""XENITE"" (13 LED +50%) (2 шт.)","310,00",,20,"ООО ""АВТО-ТРАСТ""",100,0,43,160,110,5,XENITE,417420,1009237,1,1009237
КАТЕГОРИИ ТОВАРОВ/Автолампы,244f0857-fd06-11eb-0a80-0742001435de,Товар,1-015752,Лампа 12 В H4  60/55 Вт Р43 галогенная Диалуч 12604,В25335a,12604,шт,"200,00","137,59",Лампа 12 В H4  60/55 Вт Р43 галогенная Диалуч 12604,"160,00",Китай,20,"ООО ""ТД ВОСХОД""","0,035","0,0002",43,"4,5",5,7,Диалуч,25335a,12604,1,12604
КАТЕГОРИИ ТОВАРОВ/Автолампы,2aabe1c8-3fa1-11ec-0a80-00d300525b35,Товар,2-119643,"Лампа подсветки светодиодная T10 12V ""XENITE"" (4 LED) (2 шт.)",417428,1009380,компл,"310,00","213,00","Лампа подсветки светодиодная T10 12V ""XENITE"" (4 LED) (2 шт.)","240,00",,20,"ООО ""АВТО-ТРАСТ""",100,0,43,140,100,5,XENITE,417428,1009380,1,1009380
КАТЕГОРИИ ТОВАРОВ/Автолампы,2aba3b03-3fa1-11ec-0a80-00d300525b49,Товар,2-119644,"Лампа подсветки светодиодная T10 12V ""XENITE"" (4 диода 2835 SMD W2,1*9,5D) (2 шт.)",373577,1009278,компл,"160,00","91,50","Лампа подсветки светодиодная T10 12V ""XENITE"" (4 диода 2835 SMD W2,1*9,5D) (2 шт.)","110,00",,20,"ООО ""АВТО-ТРАСТ""",50,0,72,100,150,20,XENITE,373577,1009278,1,1009278
КАТЕГОРИИ ТОВАРОВ/Автолампы,2c4b86af-fd08-11eb-0a80-074200159cf3,Товар,1-015838,Лампа 12 В H7  55 Вт Super White Lynx,В97265и,L10755B,шт,"410,00","281,00",Лампа 12 В H7  55 Вт Super White Lynx,"310,00",Япония,20,"ООО ""ТД ВОСХОД""","0,01","0,0001",43,4,"3,5",6,LYNXauto,97265и,L10755B,1,L10755B
КАТЕГОРИИ ТОВАРОВ/Автолампы,2c88b2c9-9bd4-11ed-0a80-1026000bbd09,Товар,1-301406,Светодиод 12В 21Вт без цоколя 1-конт. белый 13 SMD (стоп-сигнал) Skyway S7444-13SMD-50507443-1350,ВУДЛ,,шт,"120,00","78,21",Светодиод 12В 21Вт без цоколя 1-конт. белый 13 SMD (стоп-сигнал) Skyway S7444-13SMD-50507443-1350,"90,00",Китай,20,"ООО ""ТД ВОСХОД""",0,0,43,,,,Нет бренда,УДЛ,,1,
КАТЕГОРИИ ТОВАРОВ/Автолампы,2d74ca7b-3fa1-11ec-0a80-00d300525ea7,Товар,2-119687,"Лампа подсветки светодиодная T25 12V 21W ""Маяк"" (13 диодов)",080079,12T25-W13SMD,шт,"320,00","222,40","Лампа подсветки светодиодная T25 12V 21W ""Маяк"" (13 диодов)","250,00",,20,"ООО ""АВТО-ТРАСТ""",20,0,43,70,45,20,МАЯК,080079,12T25-W13SMD,1,12T25-W13SMD
КАТЕГОРИИ ТОВАРОВ/Автолампы,2d838a86-3fa1-11ec-0a80-00d300525ebb,Товар,2-119688,"Лампа подсветки светодиодная T25 12V 21W ""Маяк"" (24 диода)",080080,12T25-W24SMD,шт,"570,00","393,70","Лампа подсветки светодиодная T25 12V 21W ""Маяк"" (24 диода)","440,00",,20,"ООО ""АВТО-ТРАСТ""",20,0,43,120,80,30,МАЯК,080080,12T25-W24SMD,1,12T25-W24SMD
КАТЕГОРИИ ТОВАРОВ/Автолампы,334de105-9bd4-11ed-0a80-1026000bbefe,Товар,1-301404,Светодиод 12В 215Вт металлический цоколь 2-конт. белый 12 SMD Skyway,В120789a,1157-12SMD-2835,шт,"130,00","90,63",Светодиод 12В 215Вт металлический цоколь 2-конт. белый 12 SMD Skyway,"100,00",Китай,20,"ООО ""ТД ВОСХОД""",0,0,43,,,,Нет бренда,120789a,,1,
КАТЕГОРИИ ТОВАРОВ/Автолампы,34e4c6b4-fd17-11eb-0a80-0742001ad2f1,Товар,1-015638,Лампа 12 В H3  55 Вт на п/туманные фары Диалуч 12553 (ЛЧ127-Б),В27138a,12553,шт,"80,00","52,92",Лампа 12 В H3  55 Вт на п/туманные фары Диалуч 12553 (ЛЧ127-Б),"60,00",Китай,20,"ООО ""ТД ВОСХОД""","0,009","0,000032",43,"2,5","2,5",5,Диалуч,27138a,12553,1,
КАТЕГОРИИ ТОВАРОВ/Автолампы,36669d9e-fd0a-11eb-0a80-07420017109e,Товар,1-016437,Лампа светодиодная H4 36(55) Вт 6-48 В 6000K 3800lm головного света 2 шт. С6,В128254a,C6-H4,компл,"620,00","426,79",Лампа светодиодная H4 36(55) Вт 6-48 В 6000K 3800lm головного света 2 шт. С6,"470,00",Китай,20,"ООО ""ТД ВОСХОД""","0,284","0,0011",43,18,12,5,Китай,128254a,C6-H4,1,C6-H4
КАТЕГОРИИ ТОВАРОВ/Автолампы,3e44e824-fd08-11eb-0a80-07420015aec5,Товар,1-016260К,Лампа D2S 6000K ксеноновый свет Clearlight,В166825a,LCLD2S600-BVU,шт,"380,00","262,80",Лампа D2S 6000K ксеноновый свет Clearlight,"290,00",Китай,20,"ООО ""ТД ВОСХОД""","0,06","0,0003",41,15,7,4,ClearLight,166825a,LCLD2S600-BVU,2,
КАТЕГОРИИ ТОВАРОВ/Автолампы,456a7a05-fd09-11eb-0a80-074200167246,Товар,1-016447,Лампа светодиодная H7 36 Вт 8-48 В 6000K 3800lm головного света 2 шт. С6 GL,В168650a,GL-C6-H7,компл,"560,00","391,04",Лампа светодиодная H7 36 Вт 8-48 В 6000K 3800lm головного света 2 шт. С6 GL,"440,00",Китай,20,"ООО ""ТД ВОСХОД""","0,15","0,0011",43,18,12,5,Grande Light,168650a,GL-C6-H7,1,GL-C6-H7
КАТЕГОРИИ ТОВАРОВ/Автолампы,46f0329c-fd0c-11ec-0a80-000800132109,Товар,5-006620,Лампа светодиодная! 12V Т10 W2.1x9.5d W5W T1106 (Яркость 121 LM) блистер 2шт/ (1009427),1009427_XNI,1009427,,"260,00","181,14",Лампа светодиодная! 12V Т10 W2.1x9.5d W5W T1106 (Яркость 121 LM) блистер 2шт/ (1009427),"200,00",,20,"ООО ""Армтек""",0,0,43,,,,XENITE,1009427_XNI,1009427,1,1009427
КАТЕГОРИИ ТОВАРОВ/Автолампы,509c0592-fd08-11eb-0a80-07420015d019,Товар,1-016372,Лампа газонаполненная 12 В H3 5000K 75 Вт Spectras Xenon 2+2 (T-10) шт. AVS,В141439h,A07248S,шт,"510,00","353,78",Лампа газонаполненная 12 В H3 5000K 75 Вт Spectras Xenon 2+2 (T-10) шт. AVS,"390,00",Китай,20,"ООО ""ТД ВОСХОД""","0,02","0,0009",43,16,11,5,AVS,141439h,A07248S,1,A07248S
КАТЕГОРИИ ТОВАРОВ/Автолампы,51029934-0e33-11ed-0a80-0b820002a4c2,Товар,1-251919,Лампа 12 В H4 60/55 Вт Р43 Lecar,В205895v,LECAR000041301,шт,"140,00","93,30",Лампа 12 В H4 60/55 Вт Р43 Lecar,"110,00",,20,"ООО ""ТД ВОСХОД""",50,0,43,30,30,50,ЛИ,205895v,,1,LECAR000041301
КАТЕГОРИИ ТОВАРОВ/Автолампы,51cce418-3bb6-11ec-0a80-00c8000846e0,Товар,1-027603,"Светодиод 12 В  1,2 Вт без цоколя белый 1 COB (приборная) Диалуч",В53010a,92707,шт,"10,00","6,72","Светодиод 12 В  1,2 Вт без цоколя белый 1 COB (приборная) Диалуч","10,00",Китай,20,"ООО ""ТД ВОСХОД""",10,0,43,20,5,5,Диалуч,53010a,92707,1,
КАТЕГОРИИ ТОВАРОВ/Автолампы,5352e7b2-fd06-11eb-0a80-07420014580b,Товар,1-015746,Лампа 12 В H4  60/55 Вт Р43 галогенная Narva 48881,В4761a,48881,шт,"230,00","156,70",Лампа 12 В H4  60/55 Вт Р43 галогенная Narva 48881,"180,00",Польша,20,"ООО ""ТД ВОСХОД""","0,032","0,0002",43,"4,5",5,8,NARVA,4761a,48881,1,48881
КАТЕГОРИИ ТОВАРОВ/Автолампы,54721f6c-fd06-11eb-0a80-074200145903,Товар,1-015678,Лампа 12 В H4  60/55 Вт галогенная Vegas AVS,В48808a,A78141S,шт,"210,00","146,00",Лампа 12 В H4  60/55 Вт галогенная Vegas AVS,"170,00",Китай,20,"ООО ""ТД ВОСХОД""","0,02","0,0001",43,8,4,4,AVS,48808a,A78141S,1,A78141S
КАТЕГОРИИ ТОВАРОВ/Автолампы,5591df51-fd06-11eb-0a80-0742001459fc,Товар,1-027930,Светодиод 12 В 10 Вт металлический цоколь белый 9 SMD (габариты) 2 шт. блистер Skyway,В92969a,S08201191,компл,"140,00","91,09",Светодиод 12 В 10 Вт металлический цоколь белый 9 SMD (габариты) 2 шт. блистер Skyway,"110,00",Китай,20,"ООО ""ТД ВОСХОД""","0,01","0,0003",52,"13,5","8,5",3,Skyway,92969a,ST18-9SMDB(блистер)/S08201191,1,S08201191
КАТЕГОРИИ ТОВАРОВ/Автолампы,574284cc-fd09-11eb-0a80-074200167d64,Товар,1-015681,Лампа 12 В H4  60/55 Вт Р43 +100% 4000К галогенная 2 шт. Диалуч,В52186a,12604 EL S DUO,компл,"800,00","572,67",Лампа 12 В H4  60/55 Вт Р43 +100% 4000К галогенная 2 шт. Диалуч,"630,00",Китай,20,"ООО ""ТД ВОСХОД""","0,05","0,0006",39,12,10,5,Диалуч,52186a,12604 EL S DUO,1,12604 EL S DUO
КАТЕГОРИИ ТОВАРОВ/Автолампы,57a62320-fd06-11eb-0a80-074200145b8b,Товар,1-015866,Лампа 12 В H7  55 Вт галогенная Маяк 52720/82720UL,В12697a,52720,шт,"200,00","137,59",Лампа 12 В H7  55 Вт галогенная Маяк 52720/82720UL,"160,00",Китай,20,"ООО ""ТД ВОСХОД""","0,02","0,0001",43,"3,5",7,4,Маяк,12697a,52720,1,52720
КАТЕГОРИИ ТОВАРОВ/Автолампы,58581e5b-3bb6-11ec-0a80-00c800084824,Товар,1-027606,"Светодиод 12 В  1,2 Вт без цоколя белый 1 COB  (приборная) GL",В168461a,GL-12-T5-1LED-W,шт,"20,00","8,92","Светодиод 12 В  1,2 Вт без цоколя белый 1 COB  (приборная) GL","10,00",,20,"ООО ""ТД ВОСХОД""",1,0,43,15,5,5,Grande Light,168461a,GL-12-T5-1LED-W,1,
КАТЕГОРИИ ТОВАРОВ/Автолампы,58871c4b-3bb6-11ec-0a80-00c80008486e,Товар,1-027609К,"Светодиод 12 В  1,2 Вт без цоколя белый 1 LED Skyway ST5-1LED(вогнутая) W/T5-1/S08201379",В92926a,ST5-1LED/S08201379,шт,"20,00","7,07","Светодиод 12 В  1,2 Вт без цоколя белый 1 LED Skyway ST5-1LED(вогнутая) W/T5-1/S08201379","10,00",Китай,20,"ООО ""ТД ВОСХОД""",10,0,43,20,5,5,SKYWAY,92926a,ST5-1LED/S08201379,4,
КАТЕГОРИИ ТОВАРОВ/Автолампы,58b79caa-3bb6-11ec-0a80-00c8000848b8,Товар,1-027613К,"Светодиод 12 В  1,2 Вт без цоколя белый 1 SMD (приборная) Skyway ST5-1SMD 5050/T5-1LED 5050",В47619a,S08201213,шт,"20,00","10,30","Светодиод 12 В  1,2 Вт без цоколя белый 1 SMD (приборная) Skyway ST5-1SMD 5050/T5-1LED 5050","20,00",Китай,20,"ООО ""ТД ВОСХОД""",10,"0,000001",43,20,5,5,SKYWAY,47619a,ST5-1SMD 5050/T5-1LED 5050/S08201213,4,
КАТЕГОРИИ ТОВАРОВ/Автолампы,58f38f2d-3bb6-11ec-0a80-00c80008491c,Товар,1-027617К,"Светодиод 12 В  1,2 Вт без цоколя белый 1 SMD панель Skyway ST5-COB",В51906a,ST5-COB/S08201215,шт,"10,00","6,78","Светодиод 12 В  1,2 Вт без цоколя белый 1 SMD панель Skyway ST5-COB","10,00",Китай,20,"ООО ""ТД ВОСХОД""",10,0,43,20,5,5,SKYWAY,51906a,ST5-COB/S08201215,4,
КАТЕГОРИИ ТОВАРОВ/Автолампы,59d7825d-3bb6-11ec-0a80-00c800084a90,Товар,1-027633,"Светодиод 12 В  1,2 Вт без цоколя синий 1 LED (приборная) Xenite T5B",В51656a,1009196,шт,"20,00","10,12","Светодиод 12 В  1,2 Вт без цоколя синий 1 LED (приборная) Xenite T5B","20,00",Китай,20,"ООО ""ТД ВОСХОД""",10,"0,000001",43,20,5,5,Xenite,51656a,1009196,1,
КАТЕГОРИИ ТОВАРОВ/Автолампы,59fe47d7-fd06-11eb-0a80-074200145d60,Товар,1-015704,Лампа 12 В H4  60/55 Вт Р43 +30% галогенная Диалуч 12604 Р,В25336a,12604,шт,"200,00","135,24",Лампа 12 В H4  60/55 Вт Р43 +30% галогенная Диалуч 12604 Р,"150,00",Китай,20,"ООО ""ТД ВОСХОД""","0,03","0,000132",43,"4,5","4,5","6,5",Диалуч,25336a,12604 Р,1,12604
КАТЕГОРИИ ТОВАРОВ/Автолампы,5a52123a-3bb6-11ec-0a80-00c800084b3f,Товар,1-027641К,"Светодиод 12 В  1,2 Вт с патроном белый 1 SMD (приборная) Skyway ST8.5-1SMD-5050 W",В92892a,ST8.5-1SMD-5050 W/S08201217,шт,"30,00","19,31","Светодиод 12 В  1,2 Вт с патроном белый 1 SMD (приборная) Skyway ST8.5-1SMD-5050 W","30,00",Китай,20,"ООО ""ТД ВОСХОД""",10,"0,000002",43,15,10,10,SKYWAY,92892a,ST8.5-1SMD-5050 W/S08201217,2,
КАТЕГОРИИ ТОВАРОВ/Автолампы,5a9d7ba6-3bb6-11ec-0a80-00c800084bbc,Товар,1-027646К,"Светодиод 12 В  1,2 Вт с патроном синий 1 SMD (приборная) Skyway ST8.5-1SMD-5050 B",В92904a,ST8.5-1SMD-5050 B/S08201220,шт,"30,00","15,64","Светодиод 12 В  1,2 Вт с патроном синий 1 SMD (приборная) Skyway ST8.5-1SMD-5050 B","20,00",Китай,20,"ООО ""ТД ВОСХОД""",10,"0,000002",43,15,10,10,SKYWAY,92904a,ST8.5-1SMD-5050 B/S08201220,2,
КАТЕГОРИИ ТОВАРОВ/Автолампы,5c5c4465-3bb6-11ec-0a80-00c800084ea9,Товар,1-027676К,Светодиод 12 В  4 Вт металлический цоколь белый  8 SMD Skyway SBA9S-8SMD-3014,В51907a,SBA9S-8SMD-3014/S08201228,шт,"30,00","19,40",Светодиод 12 В  4 Вт металлический цоколь белый  8 SMD Skyway SBA9S-8SMD-3014,"30,00",Китай,20,"ООО ""ТД ВОСХОД""",10,0,43,20,10,10,SKYWAY,51907a,SBA9S-8SMD-3014/S08201228,2,
КАТЕГОРИИ ТОВАРОВ/Автолампы,5cd959af-3bb6-11ec-0a80-00c800084f92,Товар,1-027685,Светодиод 12 В  4 Вт металлический цоколь белый Skyway BA9S-COB-NEW,В120795a,BA9S-COB-NEW/S08201081,шт,"50,00","33,18",Светодиод 12 В  4 Вт металлический цоколь белый Skyway BA9S-COB-NEW,"40,00",Китай,20,"ООО ""ТД ВОСХОД""",10,0,43,30,10,10,SKYWAY,120795a,BA9S-COB-NEW/S08201081,1,
КАТЕГОРИИ ТОВАРОВ/Автолампы,5d367f52-3bb6-11ec-0a80-00c80008500d,Товар,1-027690,Светодиод 12 В  4 Вт металлический цоколь синий 1 LED конус 92124,В31926e,92124 LED 1 B,шт,"20,00","9,14",Светодиод 12 В  4 Вт металлический цоколь синий 1 LED конус 92124,"20,00",Россия,20,"ООО ""ТД ВОСХОД""",10,"0,000006",43,25,15,15,Диалуч,31926e,92124 LED 1 B,1,
КАТЕГОРИИ ТОВАРОВ/Автолампы,5e4d4348-3bb6-11ec-0a80-00c8000851b3,Товар,1-027707,"Светодиод 12 В  5 Вт без цоколя белый  1 SMD (габариты, повт.поворотника) Skyway ST10-1.5 (круглая) W/S08201071",В51880a,ST10-1.5W/S08201071,шт,"50,00","31,81","Светодиод 12 В  5 Вт без цоколя белый  1 SMD (габариты, повт.поворотника) Skyway ST10-1.5 (круглая) W/S08201071","40,00",Китай,20,"ООО ""ТД ВОСХОД""",10,"0,000008",43,35,15,15,SKYWAY,51880a,ST10-1.5W/S08201071,1,
КАТЕГОРИИ ТОВАРОВ/Автолампы,5e5c56ec-3bb6-11ec-0a80-00c8000851cc,Товар,1-027708,"Светодиод 12 В  5 Вт без цоколя белый  1 SMD (габариты, повт.поворотника) Skyway",В51882a,ST10-HP-0.3W 12V W/S08201102,шт,"40,00","24,84","Светодиод 12 В  5 Вт без цоколя белый  1 SMD (габариты, повт.поворотника) Skyway","30,00",Китай,20,"ООО ""ТД ВОСХОД""",10,"0,000006",43,25,15,15,SKYWAY,51882a,ST10-HP-0.3W 12V W/S08201102,1,
КАТЕГОРИИ ТОВАРОВ/Автолампы,5e85c981-3bb6-11ec-0a80-00c800085217,Товар,1-027711,"Светодиод 12 В  5 Вт без цоколя белый  1 SMD (габариты, повт.поворотника) Skyway ST10-1SMD-1W W",В92909a,ST10-1SMD-1W W/S08201098,шт,"80,00","51,64","Светодиод 12 В  5 Вт без цоколя белый  1 SMD (габариты, повт.поворотника) Skyway ST10-1SMD-1W W","60,00",Китай,20,"ООО ""ТД ВОСХОД""",20,0,43,30,15,15,SKYWAY,92909a,ST10-1SMD-1W W/S08201098,1,
